"reg" "dis" "con" "N1" "ward" "N2"
"MBEYA" "WILAYA YA MBEYA" "MBEYA VIJIJINI" "28" "IZIRYA" 1903
"MBEYA" "WILAYA YA MBEYA" "MBEYA VIJIJINI" "29" "MAPOGORO" 1904
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "1" "BARA" 1905
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "2" "NAMBINZO" 1906
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "3" "ISANSA" 1907
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "4" "ITAKA" 1908
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "5" "MYOVIZI" 1909
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "6" "MLOWO" 1910
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "7" "ITUMPI" 1911
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "8" "MAGAMBA" 1912
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "9" "SHIWINGA" 1913
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "10" "IGAMBA" 1914
"MBEYA" "WILAYA YA MBOZI" "MBOZI" "11" "HALUNGU" 1915
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "1" "IHANDA" 1916
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "2" "NYAMBILI" 1917
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "3" "MLANGALI" 1918
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "4" "MSIA" 1919
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "5" "IPUNGA" 1920
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "6" "ISANDULA" 1921
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "7" "VWAWA" 1922
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "8" "HEZIA" 1923
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "9" "IDIWILI" 1924
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "10" "WASA" 1925
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "11" "HASAMBA" 1926
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "12" "HASANGA" 1927
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "13" "ICHENTEZYA" 1928
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "14" "ILOLO" 1929
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "15" "IYULA" 1930
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "16" "RUANDA" 1931
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "17" "NANYALA" 1932
"MBEYA" "WILAYA YA MBOZI" "VWAWA" "18" "KILIMAMPIMBI" 1933
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "1" "NDALEMBO" 1934
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "2" "IKANA" 1935
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "3" "MYUNGA" 1936
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "4" "NZOKA" 1937
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "5" "KAPELE" 1938
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "6" "KAMSAMBA" 1939
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "7" "NKANGAMO" 1940
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "8" "MPAPA" 1941
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "9" "IVUNA" 1942
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "10" "MKOMBA" 1943
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "11" "CHILULUMO" 1944
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "12" "MSANGANO" 1945
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "13" "MKULWE" 1946
"MBEYA" "WILAYA YA MOMBA" "MOMBA" "14" "CHITETE" 1947
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "1" "MAJENGO" 1948
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "2" "MPANDE" 1949
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "3" "CHAPWA" 1950
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "4" "MAPOLOMOKO" 1951
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "5" "KALOLENI" 1952
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "6" "SOGEA" 1953
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "7" "MAKAMBINI" 1954
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "8" "TUNDUMA" 1955
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "9" "KATETE" 1956
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "10" "MPEMBA" 1957
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "11" "CHIWEZI" 1958
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "12" "MUUNGANO" 1959
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "13" "MWAKAKATI" 1960
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "14" "CHIPAKA" 1961
"MBEYA" "MJI TUNDUMA" "TUNDUMA" "15" "UWANJANI" 1962
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "1" "ISANGE" 1963
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "2" "ITETE" 1964
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "3" "KABULA" 1965
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "4" "KAMBASEGELA" 1966
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "5" "KANDETE" 1967
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "6" "KISEGESE" 1968
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "7" "LUFILYO" 1969
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "8" "LUPATA" 1970
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "9" "LUTEBA" 1971
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "10" "LWANGWA" 1972
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "11" "MPOMBO" 1973
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "12" "NTABA" 1974
"MBEYA" "WILAYA YA BUSOKELO" "BUSOKELO" "13" "MPATA" 1975
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "1" "IKUTI" 1976
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "2" "KISONDELA" 1977
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "3" "MALINDO" 1978
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "4" "BUJELA" 1979
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "5" "MASUKULU" 1980
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "6" "MASOKO" 1981
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "7" "KIWIRA" 1982
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "8" "MPUGUSO" 1983
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "9" "ILIMA" 1984
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "10" "KYIMO" 1985
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "11" "LUFINGO" 1986
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "12" "KINYALA" 1987
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "13" "ISONGOLE" 1988
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "14" "KISIBA" 1989
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "15" "SUMA" 1990
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "16" "NKUNGA" 1991
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "17" "BULYAGA" 1992
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "18" "BAGAMOYO" 1993
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "19" "SWAYA" 1994
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "20" "MASEBE" 1995
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "21" "IBIGHI" 1996
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "22" "KAWETELE" 1997
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "23" "MAKANDANA" 1998
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "24" "MSASANI" 1999
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "25" "MATWEBE" 2000
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "26" "IPONJOLA" 2001
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "27" "LUPEPO" 2002
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "28" "NDATO" 2003
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE" "29" "ITAGATA" 2004
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "1" "BIGWA" 2005
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "2" "BOMA" 2006
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "3" "CHAMWINO" 2007
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "4" "KAUZENI" 2008
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "5" "KICHANGANI" 2009
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "6" "KIHONDA" 2010
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "7" "MAGHAROFANI" 2011
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "8" "KILAKALA" 2012
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "9" "KINGO" 2013
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "10" "KINGOLWIRA" 2014
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "11" "KIWANJA CHA NDEGE" 2015
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "12" "LUHUNGO" 2016
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "13" "LUKOBE" 2017
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "14" "MAFIGA" 2018
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "15" "MAFISA" 2019
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "16" "MAGADU" 2020
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "17" "MJI MPYA" 2021
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "18" "MAZIMBU" 2022
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "19" "MBUYUNI" 2023
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "20" "MINDU" 2024
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "21" "MJI MKUU" 2025
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "22" "MKUNDI" 2026
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "23" "MLIMANI" 2027
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "24" "MWEMBESONGO" 2028
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "25" "MZINGA" 2029
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "26" "SABA SABA" 2030
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "27" "SULTAN AREA" 2031
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "28" "TUNGI" 2032
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "29" "UWANJA WA TAIFA" 2033
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "1" "LIPANGALALA" 2034
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "2" "VIWANJA STINI" 2035
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "3" "MLABANI" 2036
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "4" "IFAKARA" 2037
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "5" "KATINDIUKA" 2038
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "6" "MICHENGA" 2039
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "7" "LUMEMO" 2040
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "8" "KIBAONI" 2041
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "9" "MBASA" 2042
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "10" "KIBEREGE" 2043
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "11" "SIGNAL" 2044
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "12" "KISAWASAWA" 2045
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "13" "MWAYA" 2046
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "14" "MANG'ULA" 2047
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "15" "MANG'ULA B" 2048
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "16" "MKULA" 2049
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "17" "SANJE" 2050
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "18" "KIDATU" 2051
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "19" "MSOLWA STATION" 2052
"MOROGORO" "MLIMBA" "MLIMBA" "1" "MASAGATI" 2053
"MOROGORO" "MLIMBA" "MLIMBA" "2" "UTENGULE" 2054
"MOROGORO" "MLIMBA" "MLIMBA" "3" "KAMWENE" 2055
"MOROGORO" "MLIMBA" "MLIMBA" "4" "MLIMBA" 2056
"MOROGORO" "MLIMBA" "MLIMBA" "5" "KALENGAKELO" 2057
"MOROGORO" "MLIMBA" "MLIMBA" "6" "UCHINDILE" 2058
"MOROGORO" "MLIMBA" "MLIMBA" "7" "CHISANO" 2059
"MOROGORO" "MLIMBA" "MLIMBA" "8" "CHITA" 2060
"MOROGORO" "MLIMBA" "MLIMBA" "9" "CHING'ANDA" 2061
"MOROGORO" "MLIMBA" "MLIMBA" "10" "MNGETA" 2062
"MOROGORO" "MLIMBA" "MLIMBA" "11" "MCHOMBE" 2063
"MOROGORO" "MLIMBA" "MLIMBA" "12" "MBINGU" 2064
"MOROGORO" "MLIMBA" "MLIMBA" "13" "IGIMA" 2065
"MOROGORO" "MLIMBA" "MLIMBA" "14" "MOFU" 2066
"MOROGORO" "MLIMBA" "MLIMBA" "15" "IDETE" 2067
"MOROGORO" "MLIMBA" "MLIMBA" "16" "NAMWAWALA" 2068
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "1" "KIBEDYA" 2069
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "2" "CHIGELA" 2070
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "3" "CHAKWALE" 2071
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "4" "GAIRO" 2072
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "5" "MADEGE" 2073
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "6" "IDIBO" 2074
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "7" "LESHETA" 2075
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "8" "IYOGWE" 2076
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "9" "ITALAGWE" 2077
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "10" "RUBEHO" 2078
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "11" "CHANJALE" 2079
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "12" "NONGWE" 2080
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "13" "MANDEGE" 2081
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "14" "CHAGONGWE" 2082
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "15" "M,AGOWEKO" 2083
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "16" "MKALAMA" 2084
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "17" "UKWAMANI" 2085
"MOROGORO" "WILAYA YA GAIRO" "GAIRO" "18" "MSINGISI" 2086
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "1" "BEREGA" 2087
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "2" "CHANZULU" 2088
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "3" "DUMILA" 2089
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "4" "KASIKI" 2090
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "5" "KIDETE" 2091
"6" "KIMAMBA'A'2,092" "KILOSA" NA NA NA
"7" "KIMAMBA'B'2,093" "KILOSA" NA NA NA
"7" "KIMAMBA'B'2,093" "KILOSA" "8" "KITETE" 2094
"7" "KIMAMBA'B'2,093" "KILOSA" "9" "LUMUMA" 2095
"7" "KIMAMBA'B'2,093" "KILOSA" "10" "MABULA" 2096
"7" "KIMAMBA'B'2,093" "KILOSA" "11" "MADOTO" 2097
"7" "KIMAMBA'B'2,093" "KILOSA" "12" "MAGOLE" 2098
"7" "KIMAMBA'B'2,093" "KILOSA" "13" "MAGOMENI" 2099
"7" "KIMAMBA'B'2,093" "KILOSA" "14" "MAGUBIKE" 2100
"7" "KIMAMBA'B'2,093" "KILOSA" "15" "MAGUHA" 2101
"7" "KIMAMBA'B'2,093" "KILOSA" "16" "MAMBOYA" 2102
"7" "KIMAMBA'B'2,093" "KILOSA" "17" "MBUMI" 2103
"7" "KIMAMBA'B'2,093" "KILOSA" "18" "MKWATANI" 2104
"7" "KIMAMBA'B'2,093" "KILOSA" "19" "MSOWERO" 2105
"7" "KIMAMBA'B'2,093" "KILOSA" "20" "RUDEWA" 2106
"7" "KIMAMBA'B'2,093" "KILOSA" "21" "LUMBIJI" 2107
"7" "KIMAMBA'B'2,093" "KILOSA" "22" "MTUMBATU" 2108
"7" "KIMAMBA'B'2,093" "KILOSA" "23" "MBIGIRI" 2109
"7" "KIMAMBA'B'2,093" "MIKUMI" "1" "KIDODI" 2110
"7" "KIMAMBA'B'2,093" "MIKUMI" "2" "KILANGALI" 2111
"7" "KIMAMBA'B'2,093" "MIKUMI" "3" "KISANGA" 2112
"7" "KIMAMBA'B'2,093" "MIKUMI" "4" "MABWEREBWERE" 2113
"7" "KIMAMBA'B'2,093" "MIKUMI" "5" "MALOLO" 2114
"7" "KIMAMBA'B'2,093" "MIKUMI" "6" "MASANZE" 2115
"7" "KIMAMBA'B'2,093" "MIKUMI" "7" "MIKUMI" 2116
"7" "KIMAMBA'B'2,093" "MIKUMI" "8" "RUAHA" 2117
"7" "KIMAMBA'B'2,093" "MIKUMI" "9" "RUHEMBE" 2118
"7" "KIMAMBA'B'2,093" "MIKUMI" "10" "TINDIGA" 2119
"7" "KIMAMBA'B'2,093" "MIKUMI" "11" "ULAYA" 2120
"7" "KIMAMBA'B'2,093" "MIKUMI" "12" "ULELING'OMBE" 2121
"7" "KIMAMBA'B'2,093" "MIKUMI" "13" "VIDUNDA" 2122
"7" "KIMAMBA'B'2,093" "MIKUMI" "14" "ZOMBO" 2123
"7" "KIMAMBA'B'2,093" "MIKUMI" "15" "MUHENDA" 2124
"7" "KIMAMBA'B'2,093" "MIKUMI" "16" "MVUMI" 2125
"7" "KIMAMBA'B'2,093" "MIKUMI" "17" "PARAKUYO" 2126
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "1" "BUNGU" 2127
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "2" "BWAKI LA CHINI" 2128
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "3" "BWAKILA JUU" 2129
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "4" "KASANGA" 2130
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "5" "KIBOGWA" 2131
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "6" "KIBUNGO JUU" 2132
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "7" "KISAKI" 2133
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "8" "KISEMU" 2134
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "9" "KOLERO" 2135
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "10" "KONDE" 2136
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "11" "LUNDI" 2137
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "12" "MNGAZI" 2138
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "13" "MTOMBOZI" 2139
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "14" "MVUHA" 2140
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "15" "SELEMBALA" 2141
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "16" "SINGISA" 2142
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "17" "TAWA" 2143
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "1" "GWATA" 2144
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "2" "KIDUGALO" 2145
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "3" "KINOLE" 2146
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "4" "KIROKA" 2147
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "5" "MATULI" 2148
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "6" "MIKESE" 2149
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "7" "KINGOLWIRA" 2150
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "8" "MKULAZI" 2151
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "9" "MKUYUNI" 2152
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "10" "NGERENGERE" 2153
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "11" "TEGETERO" 2154
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "12" "TUNUNGUO" 2155
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "13" "KUBUKO" 2156
"7" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "14" "TOMONDO" 2157
"7" "WILAYA YA MVOMERO" "MVOMERO" "1" "BUNDUKI" 2158
"7" "WILAYA YA MVOMERO" "MVOMERO" "2" "DAKAWA" 2159
"7" "WILAYA YA MVOMERO" "MVOMERO" "3" "DIONGOYA" 2160
"7" "WILAYA YA MVOMERO" "MVOMERO" "4" "DOMA" 2161
"7" "WILAYA YA MVOMERO" "MVOMERO" "5" "HEMBETI" 2162
"7" "WILAYA YA MVOMERO" "MVOMERO" "6" "KANGA" 2163
"7" "WILAYA YA MVOMERO" "MVOMERO" "7" "KIBATI" 2164
"7" "WILAYA YA MVOMERO" "MVOMERO" "8" "KIKEO" 2165
"7" "WILAYA YA MVOMERO" "MVOMERO" "9" "KINDA" 2166
"7" "WILAYA YA MVOMERO" "MVOMERO" "10" "LANGALI" 2167
"7" "WILAYA YA MVOMERO" "MVOMERO" "11" "LUALE" 2168
"7" "WILAYA YA MVOMERO" "MVOMERO" "12" "MASKATI" 2169
"7" "WILAYA YA MVOMERO" "MVOMERO" "13" "MELELA" 2170
"7" "WILAYA YA MVOMERO" "MVOMERO" "14" "MGETA" 2171
"7" "WILAYA YA MVOMERO" "MVOMERO" "15" "MHONDA" 2172
"7" "WILAYA YA MVOMERO" "MVOMERO" "16" "MLALI" 2173
"7" "WILAYA YA MVOMERO" "MVOMERO" "17" "MTIBWA" 2174
"7" "WILAYA YA MVOMERO" "MVOMERO" "18" "MVOMERO" 2175
"7" "WILAYA YA MVOMERO" "MVOMERO" "19" "MZUMBE" 2176
"7" "WILAYA YA MVOMERO" "MVOMERO" "20" "NYANDIRA" 2177
"7" "WILAYA YA MVOMERO" "MVOMERO" "21" "PEMBA" 2178
"7" "WILAYA YA MVOMERO" "MVOMERO" "22" "SUNGAJI" 2179
"7" "WILAYA YA MVOMERO" "MVOMERO" "23" "MANGAE" 2180
"7" "WILAYA YA MVOMERO" "MVOMERO" "24" "MSONGOZI" 2181
"7" "WILAYA YA MVOMERO" "MVOMERO" "25" "TCHENZEMA" 2182
"7" "WILAYA YA MVOMERO" "MVOMERO" "26" "MZIA" 2183
"7" "WILAYA YA MVOMERO" "MVOMERO" "27" "KICHANGANI" 2184
"7" "WILAYA YA MVOMERO" "MVOMERO" "28" "MKINDO" 2185
"7" "WILAYA YA MVOMERO" "MVOMERO" "29" "HOMBOZA" 2186
"7" "WILAYA YA MVOMERO" "MVOMERO" "30" "LUBUNGO" 2187
"7" "WILAYA YA MALINYI" "MALINYI" "1" "BIRO" 2188
"7" "WILAYA YA MALINYI" "MALINYI" "2" "ITETE" 2189
"7" "WILAYA YA MALINYI" "MALINYI" "3" "NJIWA" 2190
"7" "WILAYA YA MALINYI" "MALINYI" "4" "KILOSA MPEPO" 2191
"7" "WILAYA YA MALINYI" "MALINYI" "5" "MALINYI" 2192
"7" "WILAYA YA MALINYI" "MALINYI" "6" "IGAWA" 2193
"7" "WILAYA YA MALINYI" "MALINYI" "7" "MTIMBIRA" 2194
"7" "WILAYA YA MALINYI" "MALINYI" "8" "NGOHERANGA" 2195
"7" "WILAYA YA MALINYI" "MALINYI" "9" "SOFI" 2196
"7" "WILAYA YA MALINYI" "MALINYI" "10" "USANGULE" 2197
"7" "WILAYA YA ULANGA" "ULANGA" "1" "CHIROMBOLA" 2198
"7" "WILAYA YA ULANGA" "ULANGA" "2" "EUGA" 2199
"7" "WILAYA YA ULANGA" "ULANGA" "3" "ILONGA" 2200
"7" "WILAYA YA ULANGA" "ULANGA" "4" "KETAKETA" 2201
"7" "WILAYA YA ULANGA" "ULANGA" "5" "ISONGO" 2202
"7" "WILAYA YA ULANGA" "ULANGA" "6" "UPONERA" 2203
"7" "WILAYA YA ULANGA" "ULANGA" "7" "LUKANDE" 2204
"7" "WILAYA YA ULANGA" "ULANGA" "8" "MAHENGE MJINI" 2205
"7" "WILAYA YA ULANGA" "ULANGA" "9" "MAWASILIANO" 2206
"7" "WILAYA YA ULANGA" "ULANGA" "10" "MBUGA" 2207
"7" "WILAYA YA ULANGA" "ULANGA" "11" "MSOGEZI" 2208
"7" "WILAYA YA ULANGA" "ULANGA" "12" "MWAYA" 2209
"7" "WILAYA YA ULANGA" "ULANGA" "13" "RUAHA" 2210
"7" "WILAYA YA ULANGA" "ULANGA" "14" "SALI" 2211
"7" "WILAYA YA ULANGA" "ULANGA" "15" "VIGOI" 2212
"7" "WILAYA YA ULANGA" "ULANGA" "16" "NAWENGE" 2213
"7" "WILAYA YA ULANGA" "ULANGA" "17" "KICHANGANI" 2214
"7" "WILAYA YA ULANGA" "ULANGA" "18" "IRAGUA" 2215
"7" "WILAYA YA ULANGA" "ULANGA" "19" "LUPIRO" 2216
"7" "WILAYA YA ULANGA" "ULANGA" "20" "MILOLA" 2217
"7" "WILAYA YA ULANGA" "MANISPAA YA MTWARA" "21" "MINEPA" 2218
"MTWARA" "MIKINDANI" "MTWARA MJINI" "1" "JANGWANI" 2219
