"region" "district" "const" "candidate" "party" "sex" "votes" "spltvotes" "perc"
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "FERDINAND PETER SHIRIMA" "MAKINI" "M" 467 2112 0.7
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "SAID JUMA MSEMO" "CUF" "M" 372 2112 0.5
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "STANLEY DAVID KISASSY" "NLD" "M" 300 2112 0.4
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "PROF JUMANNE ABDALLA MAGHEMBE" "CCM" "M" 25218 1609 78.1
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "JUMA HUSSEIN KILLAGHAI" "CUF" "M" 5317 1609 16.5
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "JULIUS MICHAEL NGIDO" "NCCR-MAGEUZI" "M" 1032 1609 3.2
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "NATHANIEL MANASE MLAKI" "CHADEMA" "M" 710 1609 2.2
"KILIMANJARO" "WILAYA YA ROMBO" "ROMBO" "BASIL PESAMBILI MRAMBA" "CCM" "M" 62198 800 78.5
"KILIMANJARO" "WILAYA YA ROMBO" "ROMBO" "DAMAS NGO'JA MOKIRI" "CHADEMA" "M" 12335 800 15.6
"KILIMANJARO" "WILAYA YA ROMBO" "ROMBO" "FRANCIS LYIMO SHIRIMA" "TLP" "M" 3702 800 4.7
"KILIMANJARO" "WILAYA YA ROMBO" "ROMBO" "KAROL JOSEPH UISSO" "CUF" "M" 696 800 0.9
"KILIMANJARO" "WILAYA YA ROMBO" "ROMBO" "PETER MERINYO VICTUSS" "MAKINI" "M" 324 800 0.4
"KILIMANJARO" "WILAYA YA SAME" "SAME MAGHARIBI" "DR MATHAYO DAVID DAVID" "CCM" "M" 31652 1147 90.2
"KILIMANJARO" "WILAYA YA SAME" "SAME MAGHARIBI" "ELI IKUBE MDUMA" "CHADEMA" "M" 1926 1147 5.5
"KILIMANJARO" "WILAYA YA SAME" "SAME MAGHARIBI" "AWADHI BAKARI MWARABU" "CUF" "M" 821 1147 2.3
"KILIMANJARO" "WILAYA YA SAME" "SAME MAGHARIBI" "LAWRENCE SHOGHOLO PENIEL" "TLP" "F" 430 1147 1.2
"KILIMANJARO" "WILAYA YA SAME" "SAME MAGHARIBI" "NASHANDA KIBOMA PATRICK" "CHAUSTA" "M" 135 1147 0.4
"KILIMANJARO" "WILAYA YA SAME" "SAME MAGHARIBI" "HALIMA RAJABU MSHANA" "SAU" "F" 121 1147 0.3
"KILIMANJARO" "WILAYA YA SAME" "SAME MASHARIKI" "ANNE KILANGO MALECELA" "CCM" "F" 20333 1287 60.4
"KILIMANJARO" "WILAYA YA SAME" "SAME MASHARIKI" "PETER MZIRAY KUGA" "PPT-Maendeleo" "M" 11665 1287 34.7
"KILIMANJARO" "WILAYA YA SAME" "SAME MASHARIKI" "CHEDIEL MCHOMVU HELGA" "CHADEMA" "F" 764 1287 2.3
"KILIMANJARO" "WILAYA YA SAME" "SAME MASHARIKI" "LENARD NGUI MAKENYA" "TLP" "M" 418 1287 1.2
"KILIMANJARO" "WILAYA YA SAME" "SAME MASHARIKI" "ALLY MJEMA GIDEON" "CUF" "M" 230 1287 0.7
"KILIMANJARO" "WILAYA YA SAME" "SAME MASHARIKI" "LEONARD JOHN MHINA" "CHAUSTA" "M" 175 1287 0.5
"KILIMANJARO" "WILAYA YA SAME" "SAME MASHARIKI" "NOLBERT MGHENI LEAH" "Jahazi Asilia" "F" 74 1287 0.2
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "MUSA MAGHIMBI FATUMA" "CUF" "F" 5884 117 79
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "ABDALLA KHAMIS FERUZI" "CCM" "M" 1413 117 19
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "SAID ABDALLA ABDALLA" "NCCR-MAGEUZI" "M" 52 117 0.7
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "HAJI KOMBO KOMBO" "DP" "M" 25 117 0.3
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "MZEE JUMA SALAMA" "CHAUSTA" "F" 24 117 0.3
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "MSABAH TALA KHAMIS" "SAU" "M" 21 117 0.3
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "ALI ABDALLA MAJID" "Jahazi Asilia" "M" 13 117 0.2
"KUSINI PEMBA" "CHAKECHAKE" "CHAKECHAKE" "HAMAD OMAR HEMED" "UDP" "M" 12 117 0.2
"KUSINI PEMBA" "CHAKECHAKE" "CHONGA" "MOH'D HEMED HEMED" "CUF" "M" 4242 114 67.2
"KUSINI PEMBA" "CHAKECHAKE" "CHONGA" "ALI  JUMA ISSA" "CCM" "M" 1976 114 31.3
"KUSINI PEMBA" "CHAKECHAKE" "CHONGA" "SULEIMAN ALLY AWESI" "SAU" "M" 29 114 0.5
"KUSINI PEMBA" "CHAKECHAKE" "CHONGA" "HAJI AME THABIT" "CHAUSTA" "M" 22 114 0.3
"KUSINI PEMBA" "CHAKECHAKE" "CHONGA" "KOMBO MUSSA MUSSA" "NCCR-MAGEUZI" "M" 20 114 0.3
"KUSINI PEMBA" "CHAKECHAKE" "CHONGA" "KASSIM SOUD MOHAMMED" "Jahazi Asilia" "M" 13 114 0.2
"KUSINI PEMBA" "CHAKECHAKE" "CHONGA" "ALI HAMADI KHAMISI" "DP" "M" 11 114 0.2
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "RASHID MOHAMEDI HAMAD" "CUF" "M" 6410 139 75
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "MJAKA  ALI OMAR" "CCM" "M" 1999 139 23.4
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "MOHDD KHALFANI SALUMU" "CHADEMA" "M" 81 139 0.9
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "RASHIDI ALI KHAMISI" "DP" "M" 39 139 0.5
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "ALLY OTHMAN RASHID" "Jahazi Asilia" "M" 8 139 0.1
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "AHMED MARSHED THANI" "NRA" "M" 4 139 0
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "NUHU KOMBO FATMA" "CHAUSTA" "F" 2 139 0
"KUSINI PEMBA" "CHAKECHAKE" "WAWI" "MOH'D  ALI ASHA" "UDP" "F" 0 139 NA
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "SAID SALIM ALI" "CUF" "M" 7087 133 87.4
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "ALI HAMAD MOH' D" "CCM" "M" 805 133 9.9
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "ALI SAID SAID" "CHADEMA" "M" 138 133 1.7
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "YUSSUF KOMBO HAFIDH" "DP" "M" 27 133 0.3
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "SAID ALI SALIM" "Jahazi Asilia" "M" 17 133 0.2
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "SALEH ABRAHMAN MOHAMED" "SAU" "M" 15 133 0.2
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "ALI HAMADI ASSAA" "UPDP" "M" 13 133 0.2
"KUSINI PEMBA" "CHAKECHAKE" "ZIWANI" "SULEMANI OMARI TERE" "CHAUSTA" "M" 8 133 0.1
"KUSINI PEMBA" "MKOANI" "CHAMBANI" "HEMED KHAMIS SALIM" "CUF" "M" 4609 110 88.2
"KUSINI PEMBA" "MKOANI" "CHAMBANI" "ABRAHMAN JUMA SULEIMAN" "CCM" "M" 543 110 10.4
"KUSINI PEMBA" "MKOANI" "CHAMBANI" "JUMA MUHAMMED MUHAMMED" "TLP" "M" 43 110 0.8
"KUSINI PEMBA" "MKOANI" "CHAMBANI" "ZAHARAN JUMA ALLY" "NCCR-MAGEUZI" "M" 17 110 0.3
"KUSINI PEMBA" "MKOANI" "CHAMBANI" "USSI SHAIB KHAMIS" "NRA" "M" 8 110 0.2
"KUSINI PEMBA" "MKOANI" "CHAMBANI" "ALI ABDULLAH ABDULLAH" "Jahazi Asilia" "M" 7 110 0.1
"KUSINI PEMBA" "MKOANI" "KIWANI" "ALI MZEE OMAR" "CUF" "M" 4470 82 76.5
"KUSINI PEMBA" "MKOANI" "KIWANI" "SHAMIS ABDALLA ZUHURA" "CCM" "F" 1376 82 23.5
"KUSINI PEMBA" "MKOANI" "MKANYAGENI" "MOHAMED HABIB MNYAA" "CUF" "M" 3876 114 67
"KUSINI PEMBA" "MKOANI" "MKANYAGENI" "AWESU ABOUD KHAMIS" "CCM" "M" 1839 114 31.8
"KUSINI PEMBA" "MKOANI" "MKANYAGENI" "OMAR HAJI IDIRISSA" "NCCR-MAGEUZI" "M" 51 114 0.9
"KUSINI PEMBA" "MKOANI" "MKANYAGENI" "SHEHE MBWANA HAKIM" "TADEA" "M" 10 114 0.2
"KUSINI PEMBA" "MKOANI" "MKANYAGENI" "KHAMIS JUMA JUMA" "UDP" "M" 6 114 0.1
"KUSINI PEMBA" "MKOANI" "MKOANI" "KHAMIS SEIF ALI" "CUF" "M" 4400 119 70.4
"KUSINI PEMBA" "MKOANI" "MKOANI" "MOHAMED SALUM ISSA" "CCM" "M" 1770 119 28.3
"KUSINI PEMBA" "MKOANI" "MKOANI" "OMAR ALI JUMA" "NRA" "M" 32 119 0.5
"KUSINI PEMBA" "MKOANI" "MKOANI" "MATORA HUSSEIN HUSSEIN" "DP" "M" 25 119 0.4
"KUSINI PEMBA" "MKOANI" "MKOANI" "ABASS MOHAMMED KIBWANA" "UDP" "M" 9 119 0.1
"KUSINI PEMBA" "MKOANI" "MKOANI" "ULEDI KHAMIS FAIDA" "Jahazi Asilia" "F" 8 119 0.1
"KUSINI PEMBA" "MKOANI" "MKOANI" "ALI MOH'D ADAMU" "TADEA" "M" 6 119 0.1
"KUSINI PEMBA" "MKOANI" "MTAMBILE" "ABDALLA SALIM MASOUD" "CUF" "M" 6020 146 88.3
"KUSINI PEMBA" "MKOANI" "MTAMBILE" "ALY MOH'D ABDALLAH" "CCM" "M" 785 146 11.5
"KUSINI PEMBA" "MKOANI" "MTAMBILE" "ALLY HAMAD HAMAD" "CHAUSTA" "M" 10 146 0.1
"KUSINI PEMBA" "MKOANI" "MTAMBILE" "RAJAB MUHAMED MWALIMU" "Jahazi Asilia" "M" 0 146 NA
"KUSINI UNGUJA" "KATI" "CHWAKA" "KASSIM ISSA YAHYA" "CCM" "M" 9390 244 83.7
"KUSINI UNGUJA" "KATI" "CHWAKA" "KHAMIS AME ALI" "CUF" "M" 1482 244 13.2
"KUSINI UNGUJA" "KATI" "CHWAKA" "JUMA HAJI RAJAB" "Jahazi Asilia" "M" 162 244 1.4
"KUSINI UNGUJA" "KATI" "CHWAKA" "KHAMIS MOH'D ALI" "CHADEMA" "M" 52 244 0.5
"KUSINI UNGUJA" "KATI" "CHWAKA" "ABDALLA HASSAN GHARIB" "NLD" "M" 52 244 0.5
"KUSINI UNGUJA" "KATI" "CHWAKA" "ALY MCHA FATMA" "SAU" "F" 25 244 0.2
"KUSINI UNGUJA" "KATI" "CHWAKA" "MAH'MUD ALI FATMA" "UPDP" "F" 23 244 0.2
"KUSINI UNGUJA" "KATI" "CHWAKA" "USI JUMA KHAMISI" "TADEA" "M" 20 244 0.2
"KUSINI UNGUJA" "KATI" "CHWAKA" "ISSA ALI ALI" "UMD" "M" 10 244 0.1
"KUSINI UNGUJA" "KATI" "KOANI" "SAID MASOUD HAROUB" "CCM" "M" 8646 621 74.9
"KUSINI UNGUJA" "KATI" "KOANI" "MBARAKA SULEIMAN ALI" "CUF" "M" 2616 621 22.7
"KUSINI UNGUJA" "KATI" "KOANI" "MBARAKA FUNDI MIKIDADI" "Jahazi Asilia" "M" 146 621 1.3
"KUSINI UNGUJA" "KATI" "KOANI" "ABDALLA HASSAN JAFAR" "MAKINI" "M" 62 621 0.5
"KUSINI UNGUJA" "KATI" "KOANI" "AME ISSA ISSA" "TADEA" "M" 25 621 0.2
"KUSINI UNGUJA" "KATI" "KOANI" "USSI HAMAD SALUM" "PPT-Maendeleo" "M" 22 621 0.2
"KUSINI UNGUJA" "KATI" "KOANI" "KHATIB KHAMIS KHAMIS" "SAU" "M" 21 621 0.2
"KUSINI UNGUJA" "KATI" "KOANI" "MALWA MHOJA GETRUDER" "UMD" "F" 0 621 NA
"KUSINI UNGUJA" "KATI" "UZINI" "SEIF KHATIB MUHAMMED" "CCM" "M" 12692 305 96.7
"KUSINI UNGUJA" "KATI" "UZINI" "MOH'D ADEYOUM ABDI" "CUF" "M" 406 305 3.1
"KUSINI UNGUJA" "KATI" "UZINI" "ALI MUSSA AMOUR" "SAU" "M" 27 305 0.2
"KUSINI UNGUJA" "KATI" "UZINI" "FADHIL HASSAN HASSAN" "Jahazi Asilia" "" 0 305 NA
"KUSINI UNGUJA" "KUSINI" "MAKUNDUCHI" "ISSA KHATIBU ABDISALAAM" "CCM" "M" 8513 150 91.1
"KUSINI UNGUJA" "KUSINI" "MAKUNDUCHI" "YUSUF MWINYI HAJI" "CUF" "M" 831 150 8.9
"KUSINI UNGUJA" "KUSINI" "MUYUNI" "DR MWITA HAJI HAJI" "CCM" "M" 6158 233 83.1
"KUSINI UNGUJA" "KUSINI" "MUYUNI" "ALI MOH'D KOMBO" "CUF" "M" 706 233 9.5
"KUSINI UNGUJA" "KUSINI" "MUYUNI" "HAJI NASSOR NASSOR" "Jahazi Asilia" "M" 255 233 3.4
"KUSINI UNGUJA" "KUSINI" "MUYUNI" "MOH'D ALI RAJAB" "MAKINI" "M" 94 233 1.3
"KUSINI UNGUJA" "KUSINI" "MUYUNI" "ABDALLAH MWENDO ALY" "CHAUSTA" "M" 81 233 1.1
"KUSINI UNGUJA" "KUSINI" "MUYUNI" "AMIR HAJI MAKAME" "TADEA" "M" 60 233 0.8
"KUSINI UNGUJA" "KUSINI" "MUYUNI" "ABDALLA MWINYI SALUM" "NCCR-MAGEUZI" "M" 58 233 0.8
"LINDI" "MJI WA LINDI" "LINDI MJINI" "MOHAMED ABDI ABDULAZIZ" "CCM" "M" 10019 484 58.5
"LINDI" "MJI WA LINDI" "LINDI MJINI" "SALUM KHALFAN BARWAN" "CUF" "M" 6687 484 39.1
"LINDI" "MJI WA LINDI" "LINDI MJINI" "MOHAMEDI   KHATAU SOPHIA" "CHADEMA" "F" 324 484 1.9
"LINDI" "MJI WA LINDI" "LINDI MJINI" "ALLI KIANGO BENDERA" "TLP" "M" 61 484 0.4
"LINDI" "MJI WA LINDI" "LINDI MJINI" "BERNARD MHOJA DANFORD" "CHAUSTA" "M" 17 484 0.1
"LINDI" "MJI WA LINDI" "LINDI MJINI" "ISSA MAKUJUNGA MASUDI" "NLD" "M" 10 484 0.1
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "DR SAMSON FERDINAND MPANDA" "CCM" "M" 17419 1504 64
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "SAID MUHAMMAD MANNORO" "CUF" "M" 9188 1504 33.8
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "SALEHE ABDALLAH NDIMBE" "NRA" "M" 420 1504 1.5
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "NASSORO MKEMLE RASHID" "NLD" "M" 93 1504 0.3
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "HASSANI MTUMBI MOHAMEDI" "TADEA" "M" 89 1504 0.3
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "GULAMABBAS DEWJI HASNAIN" "CCM" "M" 16868 853 56.8
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "MWICHANDE OMARI KALYOMA" "CUF" "M" 12324 853 41.5
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "MOHAMEDI ABUBAKARI ALMASI" "CHADEMA" "M" 297 853 1
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "ZUBERI MOHAMEDI ENGEMA" "TLP" "M" 120 853 0.4
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "RASHID HASHIM MTUTA" "NRA" "M" 107 853 0.4
"LINDI" "WILAYA YA LINDI" "MCHINGA" "MUDHIHIR MOHAMED MUDHIHIR" "CCM" "M" 15692 1521 57.2
"LINDI" "WILAYA YA LINDI" "MCHINGA" "AYUB ABDALLAH KHATAU" "CUF" "M" 11069 1521 40.4
"LINDI" "WILAYA YA LINDI" "MCHINGA" "SEFU SAIDI MMUYA" "CHAUSTA" "M" 350 1521 1.3
"LINDI" "WILAYA YA LINDI" "MCHINGA" "ADINANI ISMAIL MALUNDILA" "TLP" "M" 300 1521 1.1
"LINDI" "WILAYA YA LINDI" "MTAMA" "BERNARD KAMILLIUS MEMBE" "CCM" "M" 39057 5692 79.3
"LINDI" "WILAYA YA LINDI" "MTAMA" "ISACK WOLFGANG NDAKA" "TLP" "M" 9581 5692 19.5
"LINDI" "WILAYA YA LINDI" "MTAMA" "SAIDI HAMISI MTEPA" "CUF" "M" 592 5692 1.2
"LINDI" "WILAYA YA LIWALE" "LIWALE" "HASSAN CHANDE KIGWALILO" "CCM" "M" 17073 1177 57.4
"LINDI" "WILAYA YA LIWALE" "LIWALE" "SAIDI ABDALLAH KIMBUNGA" "CUF" "M" 12655 1177 42.6
"LINDI" "WILAYA YA NACHINGWEA" "NACHINGWEA" "MATHIAS MEINRAD CHIKAWE" "CCM" "M" 47847 4702 83.4
"LINDI" "WILAYA YA NACHINGWEA" "NACHINGWEA" "KHAMISI NAMANGAYA NAMANGAYA" "CUF" "M" 5088 4702 8.9
"LINDI" "WILAYA YA NACHINGWEA" "NACHINGWEA" "ALLY OMARY CHITANDA" "CHADEMA" "M" 3193 4702 5.6
"LINDI" "WILAYA YA NACHINGWEA" "NACHINGWEA" "FARAJI ABDALLAH PAYEMA" "CHAUSTA" "M" 706 4702 1.2
"LINDI" "WILAYA YA NACHINGWEA" "NACHINGWEA" "SHAIBU SAID JAMILA" "TLP" "F" 549 4702 1
"LINDI" "WILAYA YA RUANGWA" "RUANGWA" "SIGIFRID SELEMANI NG'ITU" "CCM" "M" 39167 3607 78.8
"LINDI" "WILAYA YA RUANGWA" "RUANGWA" "MOHAMED SAIDI KUTWAMBI" "CUF" "M" 7478 3607 15
"LINDI" "WILAYA YA RUANGWA" "RUANGWA" "JUMA HAMISI LICHONYO" "CHADEMA" "M" 2499 3607 5
"LINDI" "WILAYA YA RUANGWA" "RUANGWA" "ABDUL BATAZAR MBINGA" "TLP" "M" 565 3607 1.1
"MANYARA" "MJI WA BABATI" "BABATI MJINI" "OMARI SHABANI KWAANGW'" "CCM" "M" 17669 1093 76.4
"MANYARA" "MJI WA BABATI" "BABATI MJINI" "AHUT RAPHAEL ELISEUS" "TLP" "M" 3227 1093 14
"MANYARA" "MJI WA BABATI" "BABATI MJINI" "PATRICK JALU AMI" "CHADEMA" "M" 1534 1093 6.6
"MANYARA" "MJI WA BABATI" "BABATI MJINI" "ALLY HASSANI MCHANA" "CUF" "M" 688 1093 3
"MANYARA" "WILAYA YA BABATI" "BABATI  VIJIJINI" "DAMAS PASCAL NAKEI" "CCM" "M" 52794 4332 62.7
"MANYARA" "WILAYA YA BABATI" "BABATI  VIJIJINI" "LAWRENCE SURUMBU TARA" "NCCR-MAGEUZI" "M" 29385 4332 34.9
"MANYARA" "WILAYA YA BABATI" "BABATI  VIJIJINI" "MUSSA MWITA DEBORA" "TLP" "F" 1044 4332 1.2
"MANYARA" "WILAYA YA BABATI" "BABATI  VIJIJINI" "GODFREY NGOGOMBA HICHEKA" "PPT-Maendeleo" "M" 961 4332 1.1
"MANYARA" "WILAYA YA HANANG" "HANANG" "NAGU MICHAEL MARY" "CCM" "F" 66709 3560 90.1
"MANYARA" "WILAYA YA HANANG" "HANANG" "GIRENGAY MURUMBI DANIEL" "CHADEMA" "M" 5758 3560 7.8
"MANYARA" "WILAYA YA HANANG" "HANANG" "NOAH NKONDO AMOS" "CUF" "M" 1558 3560 2.1
"MANYARA" "WILAYA YA KITETO" "KITETO" "BENEDICT KIROYA LOOSURUTIA" "CCM" "M" 30483 2419 56.3
"MANYARA" "WILAYA YA KITETO" "KITETO" "VICTOR PARIKIMALO KIMESERA" "CHADEMA" "M" 22565 2419 41.7
"MANYARA" "WILAYA YA KITETO" "KITETO" "JEREMIAH PHINEHAS BANYASA" "CUF" "M" 693 2419 1.3
"MANYARA" "WILAYA YA KITETO" "KITETO" "SAIDI FUNDI MASHAKA" "SAU" "M" 209 2419 0.4
"MANYARA" "WILAYA YA KITETO" "KITETO" "JONAS KELANI KIMWAGA" "TLP" "M" 103 2419 0.2
"MANYARA" "WILAYA YA KITETO" "KITETO" "TIDDO MKOMWA ADDINANI" "UMD" "M" 70 2419 0.1
"MANYARA" "WILAYA YA MBULU" "MBULU" "PHILIP SANG'KA MARMO" "CCM" "M" 59952 7347 68.5
"MANYARA" "WILAYA YA MBULU" "MBULU" "MUSTAPHA BOAY AKUNAAY" "CHADEMA" "M" 26902 7347 30.8
"MANYARA" "WILAYA YA MBULU" "MBULU" "ELISEUS AKONAAY AMEDEUS" "CUF" "M" 632 7347 0.7
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "CHRISTOPHER OLONYOKIE OLE SENDEKA" "CCM" "M" 33080 1327 77
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "JOHN KOYI JOMBA" "CHADEMA" "M" 9430 1327 22
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "KAFARANSA DICKSON PAUL" "TLP" "M" 221 1327 0.5
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "HUSSEIN KAWINGO SHABANI" "NCCR-MAGEUZI" "M" 107 1327 0.2
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "RASHIDI MSUYA MSHWARI" "SAU" "M" 99 1327 0.2
"MARA" "MANISPAA YA MUSOMA" "MUSOMA MJINI" "MANYINYI MATHAYO VEDASTUSI" "CCM" "M" 22471 1434 55.4
"MARA" "MANISPAA YA MUSOMA" "MUSOMA MJINI" "MUSTAFA JUMA WANDWI" "CUF" "M" 17429 1434 42.9
"MARA" "MANISPAA YA MUSOMA" "MUSOMA MJINI" "JOSEPH MASATU MUSAGASA" "CHADEMA" "M" 412 1434 1
"MARA" "MANISPAA YA MUSOMA" "MUSOMA MJINI" "LODIESSOBHO RIBHO MAGESSA" "TLP" "M" 151 1434 0.4
"MARA" "MANISPAA YA MUSOMA" "MUSOMA MJINI" "JOEL KUHENGA MAKWAIA" "CHAUSTA" "M" 79 1434 0.2
"MARA" "MANISPAA YA MUSOMA" "MUSOMA MJINI" "SAIDI MATIBYA TABU" "NCCR-MAGEUZI" "F" 47 1434 0.1
"MARA" "WILAYA YA BUNDA" "MWIBARA" "CHARLES MUGUTA KAJEGE" "CCM" "M" 17604 1768 53.7
"MARA" "WILAYA YA BUNDA" "MWIBARA" "BHATT MGAYWA MUTTAMWEGA" "TLP" "M" 14654 1768 44.7
"MARA" "WILAYA YA BUNDA" "MWIBARA" "MTAKA MKAMA MKAMA" "CHADEMA" "M" 290 1768 0.9
"MARA" "WILAYA YA BUNDA" "MWIBARA" "CHARLES MAGESA LAWI" "UDP" "M" 228 1768 0.7
"MARA" "WILAYA YA SERENGETI" "SERENGETI" "DR JAMES MNANKA WANYANCHA" "CCM" "M" 33248 4151 58.9
"MARA" "WILAYA YA SERENGETI" "SERENGETI" "JOHN MOSENA NYAMBABE" "CUF" "M" 21514 4151 38.1
"MARA" "WILAYA YA SERENGETI" "SERENGETI" "PROSPER MACHANGE MATARO" "CHADEMA" "M" 1717 4151 3
"MARA" "WILAYA YA TARIME" "RORYA" "PROF MIKOL SARUNGI PHILEMON" "CCM" "M" 54998 3083 73.2
"MARA" "WILAYA YA TARIME" "RORYA" "MIGENDA NYAMBOK MUSSA" "NCCR-MAGEUZI" "M" 9957 3083 13.3
"MARA" "WILAYA YA TARIME" "RORYA" "ELIJAH NYASAKA OKENG,O" "CHADEMA" "M" 8440 3083 11.2
"MARA" "WILAYA YA TARIME" "RORYA" "JEREMIAH MGUNDA KARUME" "CUF" "M" 1713 3083 2.3
"MARA" "WILAYA YA TARIME" "TARIME" "ZAKAYO WANGWE CHACHA" "CHADEMA" "M" 57331 3195 64.2
"MARA" "WILAYA YA TARIME" "TARIME" "KISYERI WEREMA CHAMBIRI" "CCM" "M" 31106 3195 34.8
"MARA" "WILAYA YA TARIME" "TARIME" "REUBEN WANG'ENYI MAKURI" "NCCR-MAGEUZI" "M" 858 3195 1
"MBEYA" "JIJI LA MBEYA" "MBEYA MJINI" "BENSON MWAILUGULA MPESYA" "CCM" "M" 58505 3161 69.9
"MBEYA" "JIJI LA MBEYA" "MBEYA MJINI" "HEBRON TIMOTHY MWAKAGENDA" "CHADEMA" "M" 11763 3161 14
"MBEYA" "JIJI LA MBEYA" "MBEYA MJINI" "TEMIGUNGA EUGEN KISONGA" "NCCR-MAGEUZI" "M" 6058 3161 7.2
"MBEYA" "JIJI LA MBEYA" "MBEYA MJINI" "LAZARUS MWANJISI SEKELAGA" "TLP" "F" 4860 3161 5.8
"MBEYA" "JIJI LA MBEYA" "MBEYA MJINI" "LUKA MWAKISOLE ANGETILE" "CUF" "M" 1617 3161 1.9
"MBEYA" "JIJI LA MBEYA" "MBEYA MJINI" "ATUFIGWEGE JOSEPH MWAKALINGA" "DP" "M" 490 3161 0.6
"MBEYA" "JIJI LA MBEYA" "MBEYA MJINI" "ALPHONCE MPONDA ROBERT" "CHAUSTA" "M" 449 3161 0.5
"MBEYA" "WILAYA YA ILEJE" "ILEJE" "GIDEON ASIMULIKE CHEYO" "CCM" "M" 23277 4656 69.3
"MBEYA" "WILAYA YA ILEJE" "ILEJE" "AKIMU MWALILINO KAJUNI" "NCCR-MAGEUZI" "M" 8160 4656 24.3
"MBEYA" "WILAYA YA ILEJE" "ILEJE" "LUSEKELO EDMARA MBEMBELA" "CUF" "M" 2175 4656 6.5
"MBEYA" "WILAYA YA KYELA" "KYELA" "DR HARRISON GEORGE MWAKYEMBE" "CCM" "M" 56872 2572 92.7
"MBEYA" "WILAYA YA KYELA" "KYELA" "WILSON ANOSISYE MWAKASAGULE" "TLP" "M" 2429 2572 4
"MBEYA" "WILAYA YA KYELA" "KYELA" "NTWA GAISI MWAMASANGULA" "CHADEMA" "M" 1213 2572 2
"MBEYA" "WILAYA YA KYELA" "KYELA" "YUSUPH SAIDI KAZEMBE" "CUF" "M" 853 2572 1.4
"MBEYA" "WILAYA YA MBARALI" "MBARALI" "ESTHERINA JULIO KILASI" "CCM" "F" 52763 4457 75.5
"MBEYA" "WILAYA YA MBARALI" "MBARALI" "JACOB PWILLA GETRUDI" "TLP" "F" 10168 4457 14.6
"MBEYA" "WILAYA YA MBARALI" "MBARALI" "SHAWEJI KHARID SALINYAMBO" "CUF" "M" 6912 4457 9.9
"MBEYA" "WILAYA YA MBEYA" "MBEYA VIJIJINI" "SAID NYAULAWA RICHARD" "CCM" "M" 65109 3670 79.8
"MBEYA" "WILAYA YA MBEYA" "MBEYA VIJIJINI" "AHAMED JACOBO AMINA" "CUF" "F" 6833 3670 8.4
"MBEYA" "WILAYA YA MBEYA" "MBEYA VIJIJINI" "ANTHONY KAYIUNE MWAIGOMBE" "TLP" "M" 6519 3670 8
"MBEYA" "WILAYA YA MBEYA" "MBEYA VIJIJINI" "IPYANA HARRISON SEME" "CHADEMA" "M" 2133 3670 2.6
